pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 152843 c,HD 152843,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,24.38,6.23,-3.4,0,,,,,5.83,0.14,-0.14,0,0.52,0.012,-0.012,0,27.5,,,1,0.08652,,,1,Mass,0.115,0.173,-0.08,0,,,,,,,,,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,G0,6310,100,-100,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-0.16,0.05,-0.05,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m08.37s,253.7848853,+20d29m29.49s,20.491524,107.898,0.318,-0.316,8.855,0.002,-0.002,7.629,0.02,-0.02,8.76412,0.000237,-0.000237,11-06-2021,2021-05,11-06-2021
HD 15337 b,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,4.75615,0.00017,-0.00017,0,0.0522,0.0012,-0.0012,0,1.64,0.06,-0.06,0,0.146,0.005,-0.005,0,7.51,1.09,-1.01,0,0.02363,0.00343,-0.00318,0,Mass,0.09,0.05,-0.05,0,,,,,1001,12,-12,0,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,K1 V,5125,50,-50,0,0.86,0.02,-0.02,0,0.9,0.03,-0.03,0,0.15,0.1,-0.1,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155,0.0707,-0.0704,9.1,0.03,-0.03,7.044,0.018,-0.018,8.85598,0.000178,-0.000178,14-05-2019,2019-05,16-05-2019
HD 15337 c,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,17.1784,0.0016,-0.0016,0,0.1268,0.0038,-0.0038,0,2.39,0.12,-0.12,0,0.213,0.011,-0.011,0,8.11,1.82,-1.69,0,0.02552,0.00573,-0.00532,0,Mass,0.05,0.06,-0.04,0,,,,,642,10,-10,0,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,K1 V,5125,50,-50,0,0.86,0.02,-0.02,0,0.9,0.03,-0.03,0,0.15,0.1,-0.1,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155,0.0707,-0.0704,9.1,0.03,-0.03,7.044,0.018,-0.018,8.85598,0.000178,-0.000178,14-05-2019,2019-05,16-05-2019
HD 15906 b,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,10.924709,0.000032,-0.000032,0,0.09,0.001,-0.001,0,2.24,0.08,-0.08,0,0.2,0.007,-0.007,0,,,,,,,,,,0.11,0.04,-0.03,0,33.14,2.6,-2.45,0,668,13,-13,0,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,K V,4757,89,-89,0,0.76,0.01,-0.01,0,0.79,0.02,-0.04,0,0.02,0.04,-0.04,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m05.10s,38.2712534,-10d21m07.84s,-10.352178,45.5621,0.0883,-0.088,9.78,0.03,-0.03,7.459,0.023,-0.023,9.47728,0.000512,-0.000512,27-06-2023,2023-08,27-06-2023
HD 15906 c,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,21.583298,0.000052,-0.000055,0,0.141,0.002,-0.001,0,2.93,0.07,-0.06,0,0.261,0.006,-0.005,0,,,,,,,,,,0.04,0.01,-0.01,0,13.37,1.05,-0.99,0,532,10,-10,0,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,K V,4757,89,-89,0,0.76,0.01,-0.01,0,0.79,0.02,-0.04,0,0.02,0.04,-0.04,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m05.10s,38.2712534,-10d21m07.84s,-10.352178,45.5621,0.0883,-0.088,9.78,0.03,-0.03,7.459,0.023,-0.023,9.47728,0.000512,-0.000512,27-06-2023,2023-08,27-06-2023
HD 183579 b,HD 183579,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PALATNICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...909L...6P/abstract target=ref>Palatnick et al. 2021</a>,17.471278,0.000058,-0.00006,0,0.1334,0.0062,-0.0061,0,3.55,0.15,-0.12,0,0.317,0.013,-0.011,0,19.7,4,-3.9,0,0.06198,0.01259,-0.01227,0,Mass,0.28,,,0,58.1,5.3,-3.9,0,769,17,-13,0,0,<a refstr=PALATNICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...909L...6P/abstract target=ref>Palatnick et al. 2021</a>,,5788,44,-44,0,0.98,0.04,-0.03,0,1.03,0.03,-0.03,0,-0.023,0.05,-0.05,0,[Fe/H],4.5,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,57.2651,0.1875,-0.1864,8.67,0.03,-0.03,7.15,0.027,-0.027,8.51549,0.000259,-0.000259,01-03-2021,2021-03,04-03-2021
HD 18599 b,HD 18599,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,4.1374354,0.0000036,-0.0000037,0,0.048,0.0004,-0.0004,0,2.6,0.15,-0.13,0,0.232,0.013,-0.012,0,24.1,7.1,-7.7,0,0.07583,0.02234,-0.02423,0,Mass,0.34,0.07,-0.09,0,,,,,,,,,0,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,K2 V,5145,50,-50,0,0.77,0.02,-0.02,0,0.86,0.02,-0.02,0,0,0.08,-0.08,0,[Fe/H],4.54,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h57m02.88s,44.2620144,-56d11m30.73s,-56.1918694,38.5653,0.0366,-0.0366,8.99,0.03,-0.03,6.883,0.02,-0.02,8.73117,0.000651,-0.000651,07-11-2022,2022-10,07-11-2022
HD 191939 b,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,8.8803256,0.0000047,-0.0000047,0,0.0804,0.0025,-0.0023,0,3.41,0.075,-0.075,0,0.304,0.007,-0.007,0,10,0.7,-0.7,0,0.03146,0.0022,-0.0022,0,Mass,0.031,0.01,-0.011,0,100,7,-7,0,880,20,-20,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348,100,-100,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,14-11-2022,2022-11,14-11-2022
HD 191939 c,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,28.579743,0.000045,-0.000045,0,0.1752,0.0055,-0.005,0,3.195,0.075,-0.075,0,0.285,0.007,-0.007,0,8,1,-1,0,0.02517,0.00315,-0.00315,0,Mass,0.034,0.034,-0.013,0,21,1.4,-1.4,0,600,13,-13,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348,100,-100,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,14-11-2022,2022-11,14-11-2022
HD 191939 d,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,38.353037,0.00006,-0.00006,0,0.2132,0.0065,-0.0061,0,2.995,0.07,-0.07,0,0.267,0.006,-0.006,0,2.8,0.6,-0.6,0,0.00881,0.00189,-0.00189,0,Mass,0.031,0.018,-0.012,0,14.3,1,-1,0,540,11,-11,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348,100,-100,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,14-11-2022,2022-11,14-11-2022
HD 202772 A b,HD 202772 A,1,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,3.308958,0.000083,-0.000083,0,0.05208,0.00064,-0.00068,0,17.318,0.583,-0.673,0,1.545,0.052,-0.06,0,323.23311,22.2481,-21.61244,0,1.017,0.07,-0.068,0,Mass,0.038,0.042,-0.027,0,3440,184,-191,0,2132,28,-30,0,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,,6272,77,-71,0,2.59,0.08,-0.09,0,1.72,0.06,-0.07,0,0.3,0.06,-0.06,0,[Fe/H],3.85,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743,161.498,2.459,-2.388,8.324,0.002,-0.002,6.959,0.024,-0.024,8.22688,0.000735,-0.000735,28-01-2019,2019-02,31-01-2019
HD 20329 b,HD 20329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,0.926118,0.00005,-0.000043,0,0.018,0.0003,-0.0003,0,1.72,0.07,-0.07,0,0.153,0.006,-0.006,0,7.42,1.09,-1.09,0,0.02335,0.00343,-0.00343,0,Mass,0,,,0,3474,124,-124,0,2141,27,-27,0,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,,5596,50,-50,0,1.13,0.02,-0.02,0,0.9,0.05,-0.05,0,-0.07,0.06,-0.06,0,[Fe/H],4.4,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h16m42.75s,49.178124,+15d39m22.88s,15.6563542,63.6796,0.2863,-0.2838,8.76,0.012,-0.012,7.116,0.024,-0.024,8.59089,0.000272,-0.000272,29-11-2022,2022-11,29-11-2022
HD 207496 b,HD 207496,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,6.441008,0.000011,-0.000011,0,0.0629,0.0011,-0.0011,0,2.25,0.12,-0.1,0,0.201,0.011,-0.009,0,6.1,1.6,-1.6,0,0.01919,0.00503,-0.00503,0,Mass,0.231,0.042,-0.049,0,72.9,8.5,-7.5,0,743,26,-26,0,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,K2.5 V,4819,94,-94,0,0.77,0.03,-0.03,0,0.8,0.04,-0.04,0,0.095,0.038,-0.038,0,[Fe/H],4.51,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h54m52.36s,328.7181708,-77d20m19.69s,-77.3388025,23.606,0.0179,-0.0179,8.23,0.03,-0.03,5.967,0.026,-0.026,7.97255,0.000514,-0.000514,26-05-2023,2023-05,26-05-2023
HD 207897 b,HD 207897,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEIDARI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.176H/abstract target=ref>Heidari et al. 2022</a>,16.202159,0.000085,-0.000083,0,0.1163,0.0017,-0.0015,0,2.501,0.082,-0.078,0,0.223,0.007,-0.007,0,14.4,1.6,-1.6,0,0.04531,0.00503,-0.00503,0,Mass,0.047,0.057,-0.033,0,26.5,1.4,-1.2,0,632,8,-7,0,0,<a refstr=HEIDARI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.176H/abstract target=ref>Heidari et al. 2022</a>,K0 V,5070,60,-57,0,0.78,0.02,-0.02,0,0.8,0.04,-0.03,0,-0.042,0.038,-0.041,0,[Fe/H],4.56,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m48.39s,325.2016451,+84d20m01.54s,84.3337613,28.2938,0.0312,-0.0312,8.37,0.03,-0.03,6.312,0.026,-0.026,8.13037,0.000357,-0.000357,18-11-2021,2022-02,18-11-2021
HD 213885 b,HD 213885,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,1.008035,0.000021,-0.00002,0,0.02012,0.00015,-0.00012,0,1.745,0.051,-0.052,0,0.156,0.005,-0.005,0,8.83,0.66,-0.65,0,0.02778,0.00208,-0.00205,0,Mass,0,,,0,,,,,2128,13,-14,0,0,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,G,5978,50,-50,0,1.1,0.01,-0.01,0,1.07,0.02,-0.02,0,-0.04,0.03,-0.03,0,[Fe/H],4.38,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m56.09s,338.9837166,-59d51m53.38s,-59.864829,48.0883,0.0991,-0.0987,7.95,0.03,-0.03,6.419,0.024,-0.024,7.80173,0.000247,-0.000247,02-12-2019,2020-01,05-12-2019
HD 21749 c,GJ 143,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,7.78993,0.00051,-0.00044,0,0.0695,0.0021,-0.0023,0,0.892,0.064,-0.058,0,0.08,0.006,-0.005,0,3.7,,,1,0.01164,,,1,Mass,,,,,,,,,701,25,-23,0,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640,100,-100,0,0.69,0.03,-0.03,0,0.73,0.07,-0.07,0,0.003,0.06,-0.06,0,[Fe/H],4.61,0.05,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.500166,16.32,0.0071,-0.0071,8.08,0.03,-0.03,5.375,0.024,-0.024,7.67906,0.00026,-0.00026,22-04-2019,2019-04,25-04-2019
HD 219666 b,HD 219666,1,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,6.04345,0.00001,-0.00001,0,0.104,0.005,-0.005,0,4.24,0.16,-0.16,0,0.378,0.014,-0.014,0,,,,,,,,,,,,,,,,,,838,40,-40,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,G5 V,5527,65,-65,0,1.03,0.03,-0.03,0,0.92,0.03,-0.03,0,0.04,0.04,-0.04,0,[Fe/H],4.4,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h18m14.22s,349.5592665,-56d54m14.35s,-56.9039857,94.1719,0.2518,-0.2506,9.809,0.003,-0.003,8.158,0.033,-0.033,9.64956,0.000219,-0.000219,22-08-2023,2023-03,22-08-2023
HD 221416 b,HD 221416,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HUBER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..245H/abstract target=ref>Huber et al. 2019</a>,14.2767,0.0037,-0.0037,0,0.1228,0.0025,-0.0026,0,9.17,0.34,-0.31,0,0.836,0.031,-0.028,0,60.5,5.7,-5.7,0,0.19,0.018,-0.018,0,Mass,0.115,0.034,-0.03,0,,,,,,,,,0,<a refstr=HUBER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..245H/abstract target=ref>Huber et al. 2019</a>,,5080,90,-90,0,2.94,0.06,-0.06,0,1.21,0.07,-0.07,0,-0.08,0.08,-0.08,0,[Fe/H],3.58,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m07.96s,353.0331863,-21d48m04.32s,-21.8012007,95.5483,0.7364,-0.7254,8.15,0.03,-0.03,6.043,0.023,-0.023,7.90776,0.000638,-0.000638,16-04-2019,2019-06,18-04-2019
HD 22946 d,HD 22946,1,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,47.42489,0.0001,-0.00011,0,0.2958,0.0044,-0.0042,0,2.607,0.06,-0.06,0,0.233,0.005,-0.005,0,26.57,,,1,0.0836,,,1,Mass,,,,,18.56,0.89,-0.87,0,546,6,-6,0,0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,,6169,64,-64,0,1.12,0.01,-0.01,0,1.1,0.04,-0.04,0,-0.08,0.04,-0.04,0,[Fe/H],4.47,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h39m16.69s,54.819538,-42d45m46.90s,-42.7630276,62.7792,0.1161,-0.1156,8.270001,0.03,-0.03,6.981,0.029,-0.029,8.1281,0.000298,-0.000298,10-07-2023,2023-06,10-07-2023
HD 23472 b,HD 23472,1,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,17.667087,0.000042,-0.000042,0,0.1162,0.0018,-0.0018,0,2,0.11,-0.1,0,0.178,0.01,-0.009,0,8.32,0.78,-0.79,0,0.02618,0.00245,-0.00249,0,Mass,0.072,0.039,-0.04,0,16,1.8,-1.6,0,543,18,-18,0,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,K4 V,4684,99,-99,0,0.71,0.02,-0.02,0,0.67,0.03,-0.03,0,-0.2,0.05,-0.05,0,[Fe/H],4.53,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,0.0401,-0.04,9.73,0.03,-0.03,7.207,0.023,-0.023,9.38476,0.000227,-0.000227,03-10-2022,2022-09,03-10-2022
HD 23472 c,HD 23472,1,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,29.79749,0.00013,-0.00014,0,0.1646,0.0024,-0.0024,0,1.87,0.12,-0.11,0,0.167,0.011,-0.01,0,3.41,0.88,-0.81,0,0.01073,0.00277,-0.00255,0,Mass,0.063,0.054,-0.043,0,7.96,0.87,-0.78,0,467,19,-18,0,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,K4 V,4684,99,-99,0,0.71,0.02,-0.02,0,0.67,0.03,-0.03,0,-0.2,0.05,-0.05,0,[Fe/H],4.53,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,0.0401,-0.04,9.73,0.03,-0.03,7.207,0.023,-0.023,9.38476,0.000227,-0.000227,03-10-2022,2022-09,03-10-2022
HD 23472 d,HD 23472,1,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,3.97664,0.00003,-0.000044,0,0.04298,0.00063,-0.00065,0,0.75,0.067,-0.057,0,0.067,0.006,-0.005,0,0.55,0.21,-0.2,0,0.00173,0.00066,-0.00063,0,Mass,0.07,0.05,-0.047,0,117,13,-11,0,909,35,-32,0,0,<a refstr=BARROS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220913345B/abstract target=ref>Barros et al. 2022</a>,K4 V,4684,99,-99,0,0.71,0.02,-0.02,0,0.67,0.03,-0.03,0,-0.2,0.05,-0.05,0,[Fe/H],4.53,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,0.0401,-0.04,9.73,0.03,-0.03,7.207,0.023,-0.023,9.38476,0.000227,-0.000227,03-10-2022,2022-09,03-10-2022
